,Sku_code,Dc_name,Dc_code,Wrh,Warehouse_name,Sku_name,Account_date,Sku_id,Update_time,rate,Munit,Forecast_box,SS,Inventory,Suggestion_qty,Sales_box,Date_timestamp
13,40137,合肥,006,006,合肥,认养一头牛常温酸奶,2020-07-07,40137,2020-07-06,12.0,包,328,13.830607878387497,2651,0,350,2020-07-06 22:32:52
14,12630,合肥,006,006,合肥,A级-人参果,2020-07-07,12630,2020-07-06,6.0,斤,10,5.0,29,0,5,2020-07-06 22:32:52
15,40113,合肥,006,006,合肥,橙子芝芝夹心雪糕,2020-07-07,40113,2020-07-06,30.0,支,3,3.0,31,0,0,2020-07-06 22:32:52
16,07560,合肥,006,006,合肥,A级-泰国金枕榴莲,2020-07-07,07560,2020-07-06,31.88,斤,50,5.0,83,0,18,2020-07-06 22:32:52
17,40043,合肥,006,006,合肥,橙汁,2020-07-07,40043,2020-07-06,8.0,瓶,13,5.0,22,0,5,2020-07-06 22:32:52
18,40035,合肥,006,006,合肥,香辣金针菇160g,2020-07-07,40035,2020-07-06,12.0,包,4,4.0,44,0,2,2020-07-06 22:32:52
19,07290,合肥,006,006,合肥,A级-银火龙,2020-07-07,07290,2020-07-06,7.0,斤,47,5.0,36,16,20,2020-07-06 22:32:52
20,67250,合肥,006,006,合肥,A级-泰国白蜜柚,2020-07-07,67250,2020-07-06,16.0,斤,3,1.0,36,0,3,2020-07-06 22:32:52
21,13410,合肥,006,006,合肥,A级-羊角蜜,2020-07-07,13410,2020-07-06,12.0,斤,12,5.0,12,5,11,2020-07-06 22:32:52
22,13410,合肥,006,006,合肥,A级-羊角蜜,2020-07-07,13410,2020-07-06,12.0,斤,12,5.0,12,5,11,2020-07-06 22:32:52
23,16040,合肥,006,006,合肥,A级-进口蕉,2020-07-07,16040,2020-07-06,27.0,斤,105,5.0,0,110,60,2020-07-06 22:32:52
24,13802,合肥,006,006,合肥,A级-桃花李,2020-07-07,13802,2020-07-06,13.0,斤,38,5.0,71,0,38,2020-07-06 22:32:52
25,11140,合肥,006,006,合肥,B级-漫山红冬枣(中),2020-07-07,11140,2020-07-06,3.8,斤,449,5.0,306,148,264,2020-07-06 22:32:52
26,02010,合肥,006,006,合肥,A级-白凤桃(中),2020-07-07,02010,2020-07-06,7.0,斤,40,5.0,12,33,40,2020-07-06 22:32:52
27,40039,合肥,006,006,合肥,黄桃汁,2020-07-07,40039,2020-07-06,8.0,瓶,9,5.0,83,0,4,2020-07-06 22:32:52
28,06120,合肥,006,006,合肥,A级-火箭筒苹果,2020-07-07,06120,2020-07-06,5.0,条,3,3.0,23,0,1,2020-07-06 22:32:52
29,05000,合肥,006,006,合肥,A级-甜心笑麒麟瓜,2020-07-07,05000,2020-07-06,30.0,斤,973,50.716466753905486,938,86,418,2020-07-06 22:32:52
30,11600,合肥,006,006,合肥,A级-满山红富士(大),2020-07-07,11600,2020-07-06,24.0,斤,11,0.0,33,0,11,2020-07-06 22:32:52
31,13798,合肥,006,006,合肥,A级-以色列留香橙(中),2020-07-07,13798,2020-07-06,30.0,斤,6,5.0,73,0,3,2020-07-06 22:32:52
32,14800,合肥,006,006,合肥,B级-红西柚(小),2020-07-07,14800,2020-07-06,12.0,只,20,5.0,60,0,11,2020-07-06 22:32:52
33,12610,合肥,006,006,合肥,A级-金火龙(大),2020-07-07,12610,2020-07-06,12.0,斤,168,5.0,0,173,67,2020-07-06 22:32:52
34,06860,合肥,006,006,合肥,珍贵-黄金火龙果,2020-07-07,06860,2020-07-06,6.0,只,1,1.0,4,0,0,2020-07-06 22:32:52
35,13774,合肥,006,006,合肥,A级-台湾西瓜凤梨(大),2020-07-07,13774,2020-07-06,20.0,斤,88,5.0,43,50,48,2020-07-06 22:32:52
36,02020,合肥,006,006,合肥,A级-锦绣黄桃(中),2020-07-07,02020,2020-07-06,8.0,斤,153,25.146509474985,0,178,86,2020-07-06 22:32:52
37,40300,合肥,006,006,合肥,越南酸奶草莓味,2020-07-07,40300,2020-07-06,12.0,盒,8,5.0,17,0,3,2020-07-06 22:32:52
38,08340,合肥,006,006,合肥,精品冷冻榴莲肉(有核),2020-07-07,08340,2020-07-06,20.0,盒,2,2.0,94,0,1,2020-07-06 22:32:52
39,07200,合肥,006,006,合肥,A级-进口柠檬,2020-07-07,07200,2020-07-06,10.0,斤,23,5.0,51,0,3,2020-07-06 22:32:52
40,10890,合肥,006,006,合肥,A级-脆心甜红富士(中),2020-07-07,10890,2020-07-06,21.0,斤,69,5.0,593,0,25,2020-07-06 22:32:52
41,12130,合肥,006,006,合肥,A级-原种红玉木瓜,2020-07-07,12130,2020-07-06,4.0,斤,68,10.894671979964352,31,48,25,2020-07-06 22:32:52
42,12130,合肥,006,006,合肥,A级-原种红玉木瓜,2020-07-07,12130,2020-07-06,4.0,斤,68,10.894671979964352,31,48,25,2020-07-06 22:32:52
43,15120,合肥,006,006,合肥,A级-佳沛特大金果王(大),2020-07-07,15120,2020-07-06,36.0,个,36,25.061701635940224,52,9,29,2020-07-06 22:32:52
44,16010,合肥,006,006,合肥,A级-春蕉,2020-07-07,16010,2020-07-06,16.5,斤,1107,87.15327806543492,0,1194,842,2020-07-06 22:32:52
45,05590,合肥,006,006,合肥,A级-佳沛绿果,2020-07-07,05590,2020-07-06,33.0,只,74,35.68112746456952,125,0,23,2020-07-06 22:32:52
46,07300,合肥,006,006,合肥,A级-蜜宝火龙果(中),2020-07-07,07300,2020-07-06,10.0,斤,119,9.399305228340562,266,0,72,2020-07-06 22:32:52
47,13755,合肥,006,006,合肥,A级-玲珑千禧,2020-07-07,13755,2020-07-06,10.0,斤,100,5.0,48,57,83,2020-07-06 22:32:52
48,08330,合肥,006,006,合肥,冷冻榴莲(无核),2020-07-07,08330,2020-07-06,20.0,盒,6,5.0,79,0,4,2020-07-06 22:32:52
49,07190,合肥,006,006,合肥,A级-黑了好吃牛油果,2020-07-07,07190,2020-07-06,5.0,只,68,5.0,44,29,26,2020-07-06 22:32:52
50,13060,合肥,006,006,合肥,A级-库尔勒香梨,2020-07-07,13060,2020-07-06,10.5,斤,100,5.0,50,55,88,2020-07-06 22:32:52
51,06000,合肥,006,006,合肥,A级-进口红玫瑰苹果(中),2020-07-07,06000,2020-07-06,4.5,斤,18,5.0,33,0,9,2020-07-06 22:32:52
52,06680,合肥,006,006,合肥,A级-阳光丑蜜梨(中),2020-07-07,06680,2020-07-06,10.0,斤,60,5.876275371772324,104,0,13,2020-07-06 22:32:52
53,12070,合肥,006,006,合肥,A级-千禧小番茄(中),2020-07-09,12070,2020-07-06,4.0,斤,919,73.99944842596423,124,869,371,2020-07-06 22:32:52
54,12070,合肥,006,006,合肥,A级-千禧小番茄(中),2020-07-09,12070,2020-07-06,4.0,斤,919,73.99944842596423,124,869,371,2020-07-06 22:32:52
55,13737,合肥,006,006,合肥,A级-大红桃(中),2020-07-07,13737,2020-07-06,30.0,斤,254,5.0,169,90,193,2020-07-06 22:32:52
56,11450,合肥,006,006,合肥,A级-马来西亚榴莲D101,2020-07-07,11450,2020-07-06,20.0,斤,20,5.0,71,0,19,2020-07-06 22:32:52
57,67207,合肥,006,006,合肥,芒果吃光光,2020-07-07,67207,2020-07-06,12.0,盒,5,5.0,12,0,3,2020-07-06 22:32:52
58,13814,合肥,006,006,合肥,A级-茵红李,2020-07-07,13814,2020-07-06,11.0,斤,40,5.0,60,0,40,2020-07-06 22:32:52
59,10720,合肥,006,006,合肥,A级-泰国山竹(大),2020-07-07,10720,2020-07-06,15.0,斤,68,25.34013514130483,68,25,22,2020-07-06 22:32:52
60,12050,合肥,006,006,合肥,A级-小黄瓜,2020-07-09,12050,2020-07-06,4.8,斤,236,5.0,0,241,116,2020-07-06 22:32:52
61,12050,合肥,006,006,合肥,A级-小黄瓜,2020-07-09,12050,2020-07-06,4.8,斤,236,5.0,0,241,116,2020-07-06 22:32:52
62,40036,合肥,006,006,合肥,香辣海带结192g,2020-07-07,40036,2020-07-06,12.0,包,5,5.0,173,0,5,2020-07-06 22:32:52
63,10490,合肥,006,006,合肥,A级-欢乐柠檬(个),2020-07-07,10490,2020-07-06,10.0,个,54,5.0,41,18,33,2020-07-06 22:32:52
64,07340,合肥,006,006,合肥,A级-火参果,2020-07-07,07340,2020-07-06,8.0,个,3,2.0,0,5,4,2020-07-06 22:32:52
65,07340,合肥,006,006,合肥,A级-火参果,2020-07-07,07340,2020-07-06,8.0,个,3,2.0,0,5,4,2020-07-06 22:32:52
66,07340,合肥,006,006,合肥,A级-火参果,2020-07-07,07340,2020-07-06,8.0,个,3,2.0,0,5,4,2020-07-06 22:32:52
67,07930,合肥,006,006,合肥,A级-海南莲雾(小),2020-07-07,07930,2020-07-06,3.0,斤,2,2.0,33,0,2,2020-07-06 22:32:52
68,08810,合肥,006,006,合肥,B级-埃及橙(中),2020-07-07,08810,2020-07-06,30.0,斤,54,5.0,61,0,40,2020-07-06 22:32:52
69,06440,合肥,006,006,合肥,A级-南非蜜桔(中),2020-07-07,06440,2020-07-06,20.0,斤,42,12.783918469255482,292,0,42,2020-07-06 22:32:52
70,40135,合肥,006,006,合肥,认养一头牛纯奶,2020-07-07,40135,2020-07-06,12.0,包,201,8.949974347244048,281,0,202,2020-07-06 22:32:52
71,07600,合肥,006,006,合肥,A级-菲律宾凤梨(大),2020-07-07,07600,2020-07-06,29.0,斤,111,5.0,157,0,74,2020-07-06 22:32:52
72,07350,合肥,006,006,合肥,A级-泰国椰青(大),2020-07-07,07350,2020-07-06,9.0,只,144,9.25379128040094,33,120,134,2020-07-06 22:32:52
73,12090,合肥,006,006,合肥,A级-新疆吊干杏,2020-07-07,12090,2020-07-06,7.0,斤,176,32.3849073215012,156,52,166,2020-07-06 22:32:52
74,01230,合肥,006,006,合肥,A级-巨峰葡萄,2020-07-07,01230,2020-07-06,10.0,斤,706,118.23463355306926,488,336,262,2020-07-06 22:32:52
75,05200,合肥,006,006,合肥,A级-沙洲绿宝瓜(中),2020-07-10,05200,2020-07-06,12.0,斤,767,46.00998117090398,1939,0,341,2020-07-06 22:32:52
76,15140,合肥,006,006,合肥,A级-佳沛阳光金果36(大),2020-07-07,15140,2020-07-06,42.0,个,58,5.0,302,0,58,2020-07-06 22:32:52
77,05010,合肥,006,006,合肥,A级-京蜜麒麟瓜,2020-07-07,05010,2020-07-06,35.0,斤,351,65.7130434665193,169,248,267,2020-07-06 22:32:52
78,67040,合肥,006,006,合肥,经典-昆仑酥蜜瓜,2020-07-07,67040,2020-07-06,22.0,斤,63,6.0,0,69,61,2020-07-06 22:32:52
79,40108,合肥,006,006,合肥,草莓芝芝夹心雪糕,2020-07-07,40108,2020-07-06,30.0,支,4,4.0,21,0,0,2020-07-06 22:32:52
80,06540,合肥,006,006,合肥,A级-美国橙(中),2020-07-07,06540,2020-07-06,8.0,斤,126,11.43214229928146,37,100,24,2020-07-06 22:32:52
81,06130,合肥,006,006,合肥,A级-澳洲无籽红提,2020-07-07,06130,2020-07-06,18.0,斤,34,5.160683390910984,0,39,38,2020-07-06 22:32:52
82,40109,合肥,006,006,合肥,椰子可可夹心雪糕,2020-07-07,40109,2020-07-06,30.0,支,3,3.0,32,0,0,2020-07-06 22:32:52
83,40115,合肥,006,006,合肥,油真多海鸭蛋礼盒装,2020-07-07,40115,2020-07-06,10.0,盒,8,5.0,21,0,0,2020-07-06 22:32:52
84,14190,合肥,006,006,合肥,A级-青玉香芒(大),2020-07-07,14190,2020-07-06,10.0,斤,54,5.0,25,34,41,2020-07-06 22:32:52
85,14190,合肥,006,006,合肥,A级-青玉香芒(大),2020-07-07,14190,2020-07-06,10.0,斤,54,5.0,25,34,41,2020-07-06 22:32:52
86,01190,合肥,006,006,合肥,A级-阳光玫瑰葡萄,2020-07-07,01190,2020-07-06,7.0,斤,138,14.012385192232982,819,0,104,2020-07-06 22:32:52
87,04300,合肥,006,006,合肥,A级-国产红蛇果(大),2020-07-07,04300,2020-07-06,9.0,斤,29,5.0,34,0,21,2020-07-06 22:32:52
88,07570,合肥,006,006,合肥,菲诺椰子冻,2020-07-07,07570,2020-07-06,6.0,只,9,5.0,13,0,14,2020-07-06 22:32:52
89,40670,合肥,006,006,合肥,越南酸奶芦荟味,2020-07-07,40670,2020-07-06,12.0,盒,23,2.0,20,0,23,2020-07-06 22:32:52
90,06850,合肥,006,006,合肥,A级-百香果(盒),2020-07-07,06850,2020-07-06,6.0,盒,34,5.0,12,27,19,2020-07-06 22:32:52
91,06790,合肥,006,006,合肥,A级-网纹瓜,2020-07-07,06790,2020-07-06,5.9,斤,91,29.224325903086214,147,0,37,2020-07-06 22:32:52
92,06790,合肥,006,006,合肥,A级-网纹瓜,2020-07-07,06790,2020-07-06,5.9,斤,91,29.224325903086214,147,0,37,2020-07-06 22:32:52
93,11590,合肥,006,006,合肥,A级-满山红富士(中),2020-07-07,11590,2020-07-06,24.0,斤,60,1.0,149,0,60,2020-07-06 22:32:52
94,11050,合肥,006,006,合肥,A级-国产黑布林(中),2020-07-07,11050,2020-07-06,13.0,斤,36,5.0,28,13,26,2020-07-06 22:32:52
95,13797,合肥,006,006,合肥,A级-玉荷包荔枝,2020-07-07,13797,2020-07-06,10.0,斤,624,5.0,2194,0,180,2020-07-06 22:32:52
96,11120,合肥,006,006,合肥,A级-冰糖冬枣(大),2020-07-07,11120,2020-07-06,3.6,斤,520,80.49084115726511,82,518,503,2020-07-06 22:32:52
97,40680,合肥,006,006,合肥,越南酸奶百香果味,2020-07-07,40680,2020-07-06,12.0,盒,9,5.0,33,0,10,2020-07-06 22:32:52
98,04170,合肥,006,006,合肥,经典-树顶红富士(大),2020-07-07,04170,2020-07-06,18.0,斤,57,5.0,870,0,26,2020-07-06 22:32:52
99,04170,合肥,006,006,合肥,经典-树顶红富士(大),2020-07-07,04170,2020-07-06,18.0,斤,57,5.0,870,0,26,2020-07-06 22:32:52
