,Sku_code,Dc_name,Dc_code,Wrh,Warehouse_name,Sku_name,Account_date,Sku_id,Update_time,rate,Munit,Forecast_box,SS,Inventory,Suggestion_qty,Sales_box,Date_timestamp
66,10120,合肥,006,006,合肥,A级-云霄枇杷,2020-05-19,10120,2020-05-17,13.0,斤,126,11.996598157266867,26,100.0,132,2020-05-18 14:02:26
67,01270,合肥,006,006,合肥,A级-冰糖木瓜,2020-05-18,01270,2020-05-17,4.0,斤,2,10.0,24,0.0,1,2020-05-18 14:02:26
68,15140,合肥,006,006,合肥,A级-佳沛阳光金果36(大),2020-05-18,15140,2020-05-17,58.0,个,25,10.0,180,0.0,10,2020-05-18 14:02:26
69,12190,合肥,006,006,合肥,A级-龙珠果,2020-05-18,12190,2020-05-17,5.0,斤,4,10.0,5,9.0,3,2020-05-18 14:02:26
70,12050,合肥,006,006,合肥,A级-小黄瓜,2020-05-19,12050,2020-05-17,5.0,斤,223,23.899876184462823,149,100.0,181,2020-05-18 14:02:26
71,07290,合肥,006,006,合肥,A级-银火龙,2020-05-18,07290,2020-05-17,7.0,斤,103,10.0,46,70.0,26,2020-05-18 14:02:26
72,07340,合肥,006,006,合肥,A级-火参果,2020-05-19,07340,2020-05-17,4.0,个,2,10.0,5,7.0,0,2020-05-18 14:02:26
73,07340,合肥,006,006,合肥,A级-火参果,2020-05-19,07340,2020-05-17,4.0,个,2,10.0,5,7.0,0,2020-05-18 14:02:26
74,08840,合肥,006,006,合肥,A级-不知火(中),2020-05-20,08840,2020-05-17,23.0,斤,114,10.0,946,0.0,60,2020-05-18 14:02:26
75,12030,合肥,006,006,合肥,A级-山楂,2020-05-19,12030,2020-05-17,8.0,斤,3,10.0,10,0.0,3,2020-05-18 14:02:26
76,01190,合肥,006,006,合肥,A级-阳光玫瑰葡萄,2020-05-18,01190,2020-05-17,2.8,斤,39,18.75350307411979,56,0.0,58,2020-05-18 14:02:26
77,05590,合肥,006,006,合肥,A级-佳沛绿果,2020-05-18,05590,2020-05-17,92.0,只,13,10.0,326,0.0,14,2020-05-18 14:02:26
78,10720,合肥,006,006,合肥,A级-泰国山竹(大),2020-05-18,10720,2020-05-17,14.0,斤,774,579.3277943732144,796,600.0,143,2020-05-18 14:02:26
79,13060,合肥,006,006,合肥,A级-库尔勒香梨,2020-05-18,13060,2020-05-17,10.5,斤,73,10.0,605,0.0,73,2020-05-18 14:02:26
80,14800,合肥,006,006,合肥,B级-红西柚(小),2020-05-18,14800,2020-05-17,12.0,只,24,10.0,6,30.0,24,2020-05-18 14:02:26
81,02030,合肥,006,006,合肥,A级-美女油桃(中),2020-05-18,02030,2020-05-17,10.0,斤,66,17.09099297338591,114,0.0,82,2020-05-18 14:02:26
82,12630,合肥,006,006,合肥,A级-人参果,2020-05-18,12630,2020-05-17,7.0,斤,11,10.0,21,0.0,6,2020-05-18 14:02:26
83,06540,合肥,006,006,合肥,A级-美国橙(中),2020-05-18,06540,2020-05-17,8.0,斤,96,10.0,0,100.0,100,2020-05-18 14:02:26
84,40137,合肥,006,006,合肥,认养一头牛常温酸奶,2020-05-18,40137,2020-05-17,12.0,包,188,14.252103317741978,993,0.0,111,2020-05-18 14:02:26
85,06800,合肥,006,006,合肥,A级-美国血橙,2020-05-18,06800,2020-05-17,9.0,斤,12,10.0,11,10.0,10,2020-05-18 14:02:26
86,10890,合肥,006,006,合肥,A级-脆心甜红富士(中),2020-05-19,10890,2020-05-17,21.0,斤,57,10.0,571,0.0,58,2020-05-18 14:02:26
87,06120,合肥,006,006,合肥,A级-火箭筒苹果,2020-05-18,06120,2020-05-17,5.0,条,2,10.0,20,0.0,1,2020-05-18 14:02:26
88,08810,合肥,006,006,合肥,B级-埃及橙(中),2020-05-18,08810,2020-05-17,15.0,斤,96,14.012385192232985,146,0.0,81,2020-05-18 14:02:26
89,11680,合肥,006,006,合肥,A级-水蜜桃(中),2020-05-18,11680,2020-05-17,5.9,斤,58,10.0,74,0.0,45,2020-05-18 14:02:26
90,12130,合肥,006,006,合肥,A级-原种红玉木瓜,2020-05-20,12130,2020-05-17,4.0,斤,112,10.0,39,80.0,43,2020-05-18 14:02:26
91,40037,合肥,006,006,合肥,香辣海带片218g,2020-05-18,40037,2020-05-17,12.0,包,14,10.0,61,0.0,2,2020-05-18 14:02:26
92,06150,合肥,006,006,合肥,A级-智利黑提,2020-05-18,06150,2020-05-17,9.0,斤,77,22.019008485712465,70,30.0,2,2020-05-18 14:02:26
93,40135,合肥,006,006,合肥,认养一头牛纯奶,2020-05-18,40135,2020-05-17,12.0,包,144,12.232442644918654,872,0.0,120,2020-05-18 14:02:26
94,05990,合肥,006,006,合肥,A级-博洋香瓜,2020-05-18,05990,2020-05-17,6.0,斤,2,10.0,16,0.0,1,2020-05-18 14:02:26
