,Price,Sku_code,Dc_name,Dc_code,Wrh,Warehouse_name,Sku_name,Account_date,Forecast_qty,Sku_id,Update_time,rate,Munit,min_order,Forecast_box
0,6850,06850,杭州,001,001,杭州,A级-百香果(盒),2020-07-06,362,06850,2020-07-06,12.0,盒,1.0,30
1,6850,06850,杭州,001,001,杭州,A级-百香果(盒),2020-07-07,364,06850,2020-07-06,12.0,盒,1.0,30
2,6850,06850,杭州,001,001,杭州,A级-百香果(盒),2020-07-08,366,06850,2020-07-06,12.0,盒,1.0,30
3,6850,06850,杭州,001,001,杭州,A级-百香果(盒),2020-07-09,366,06850,2020-07-06,12.0,盒,1.0,30
4,6850,06850,杭州,001,001,杭州,A级-百香果(盒),2020-07-10,367,06850,2020-07-06,12.0,盒,1.0,31
5,6850,06850,杭州,001,001,杭州,A级-百香果(盒),2020-07-11,361,06850,2020-07-06,12.0,盒,1.0,30
6,6850,06850,杭州,001,001,杭州,A级-百香果(盒),2020-07-12,360,06850,2020-07-06,12.0,盒,1.0,30
7,6850,06850,杭州,001,001,杭州,A级-百香果(盒),2020-07-13,367,06850,2020-07-06,12.0,盒,1.0,31
8,6850,06850,杭州,001,001,杭州,A级-百香果(盒),2020-07-14,354,06850,2020-07-06,12.0,盒,1.0,30
9,6850,06850,杭州,001,001,杭州,A级-百香果(盒),2020-07-15,341,06850,2020-07-06,12.0,盒,1.0,28
10,6850,06850,杭州,001,001,杭州,A级-百香果(盒),2020-07-16,357,06850,2020-07-06,12.0,盒,1.0,30
11,6850,06850,杭州,001,001,杭州,A级-百香果(盒),2020-07-17,361,06850,2020-07-06,12.0,盒,1.0,30
12,6850,06850,杭州,001,001,杭州,A级-百香果(盒),2020-07-18,358,06850,2020-07-06,12.0,盒,1.0,30
13,6850,06850,杭州,001,001,杭州,A级-百香果(盒),2020-07-19,342,06850,2020-07-06,12.0,盒,1.0,28
14,6540,06540,杭州,001,001,杭州,A级-美国橙(中),2020-07-06,769,06540,2020-07-06,10.0,斤,,77
15,6540,06540,杭州,001,001,杭州,A级-美国橙(中),2020-07-07,750,06540,2020-07-06,10.0,斤,,75
16,6540,06540,杭州,001,001,杭州,A级-美国橙(中),2020-07-08,825,06540,2020-07-06,10.0,斤,,82
17,6540,06540,杭州,001,001,杭州,A级-美国橙(中),2020-07-09,761,06540,2020-07-06,10.0,斤,,76
18,6540,06540,杭州,001,001,杭州,A级-美国橙(中),2020-07-10,893,06540,2020-07-06,10.0,斤,,89
19,6540,06540,杭州,001,001,杭州,A级-美国橙(中),2020-07-11,863,06540,2020-07-06,10.0,斤,,86
20,6540,06540,杭州,001,001,杭州,A级-美国橙(中),2020-07-12,820,06540,2020-07-06,10.0,斤,,82
21,6540,06540,杭州,001,001,杭州,A级-美国橙(中),2020-07-13,793,06540,2020-07-06,10.0,斤,,79
22,6540,06540,杭州,001,001,杭州,A级-美国橙(中),2020-07-14,733,06540,2020-07-06,10.0,斤,,73
23,6540,06540,杭州,001,001,杭州,A级-美国橙(中),2020-07-15,800,06540,2020-07-06,10.0,斤,,80
24,6540,06540,杭州,001,001,杭州,A级-美国橙(中),2020-07-16,794,06540,2020-07-06,10.0,斤,,79
25,6540,06540,杭州,001,001,杭州,A级-美国橙(中),2020-07-17,909,06540,2020-07-06,10.0,斤,,91
26,6540,06540,杭州,001,001,杭州,A级-美国橙(中),2020-07-18,807,06540,2020-07-06,10.0,斤,,81
27,6540,06540,杭州,001,001,杭州,A级-美国橙(中),2020-07-19,739,06540,2020-07-06,10.0,斤,,74
28,8810,08810,杭州,001,001,杭州,B级-埃及橙(中),2020-07-06,2164,08810,2020-07-06,30.0,斤,1.0,72
29,8810,08810,杭州,001,001,杭州,B级-埃及橙(中),2020-07-07,1885,08810,2020-07-06,30.0,斤,1.0,63
30,8810,08810,杭州,001,001,杭州,B级-埃及橙(中),2020-07-08,2211,08810,2020-07-06,30.0,斤,1.0,74
31,8810,08810,杭州,001,001,杭州,B级-埃及橙(中),2020-07-09,2217,08810,2020-07-06,30.0,斤,1.0,74
32,8810,08810,杭州,001,001,杭州,B级-埃及橙(中),2020-07-10,2175,08810,2020-07-06,30.0,斤,1.0,72
33,8810,08810,杭州,001,001,杭州,B级-埃及橙(中),2020-07-11,2086,08810,2020-07-06,30.0,斤,1.0,70
34,8810,08810,杭州,001,001,杭州,B级-埃及橙(中),2020-07-12,2228,08810,2020-07-06,30.0,斤,1.0,74
35,8810,08810,杭州,001,001,杭州,B级-埃及橙(中),2020-07-13,2291,08810,2020-07-06,30.0,斤,1.0,76
36,8810,08810,杭州,001,001,杭州,B级-埃及橙(中),2020-07-14,2090,08810,2020-07-06,30.0,斤,1.0,70
37,8810,08810,杭州,001,001,杭州,B级-埃及橙(中),2020-07-15,2189,08810,2020-07-06,30.0,斤,1.0,73
38,8810,08810,杭州,001,001,杭州,B级-埃及橙(中),2020-07-16,2240,08810,2020-07-06,30.0,斤,1.0,75
39,8810,08810,杭州,001,001,杭州,B级-埃及橙(中),2020-07-17,2159,08810,2020-07-06,30.0,斤,1.0,72
40,8810,08810,杭州,001,001,杭州,B级-埃及橙(中),2020-07-18,2189,08810,2020-07-06,30.0,斤,1.0,73
41,8810,08810,杭州,001,001,杭州,B级-埃及橙(中),2020-07-19,2234,08810,2020-07-06,30.0,斤,1.0,74
