,Sku_code,Dc_name,Dc_code,Wrh,Warehouse_name,Sku_name,Account_date,Sku_id,Update_time,rate,Munit,Forecast_box,SS,Inventory,Suggestion_qty,Sales_box,Date_timestamp
35,67207,浙南,009,009,浙南,芒果吃光光,2020-06-16,67207,2020-06-15,12.0,盒,11,1.0,870,0,11,2020-06-15 16:58:38
36,06870,浙南,009,009,浙南,A级-红心李(中),2020-06-16,06870,2020-06-15,10.0,斤,114,5.0,110,9,115,2020-06-15 16:58:38
37,40680,浙南,009,009,浙南,越南酸奶百香果味,2020-06-16,40680,2020-06-15,12.0,盒,13,4.0,834,0,13,2020-06-15 16:58:38
38,40037,浙南,009,009,浙南,香辣海带片218g,2020-06-16,40037,2020-06-15,12.0,包,12,1.0,772,0,12,2020-06-15 16:58:38
39,65210,浙南,009,009,浙南,A级-先锋樱桃(中),2020-06-18,65210,2020-06-15,9.0,斤,244,16.522577146303643,289,0,227,2020-06-15 16:58:38
41,05980,浙南,009,009,浙南,B级-甜王麒麟瓜,2020-06-16,05980,2020-06-15,30.0,斤,2559,5.0,534,2000,2559,2020-06-15 16:58:38
42,06170,浙南,009,009,浙南,A级-智利红提,2020-06-16,06170,2020-06-15,16.4,斤,33,3.0,162,0,32,2020-06-15 16:58:38
43,05200,浙南,009,009,浙南,A级-沙洲绿宝瓜(中),2020-06-19,05200,2020-06-15,14.0,斤,671,11.757550765359257,1752,0,657,2020-06-15 16:58:38
44,40147,浙南,009,009,浙南,吐司面包,2020-06-16,40147,2020-06-15,1.0,小箱,210,5.0,7625,0,210,2020-06-15 16:58:38
45,06320,浙南,009,009,浙南,A级-台湾爱文芒,2020-06-16,06320,2020-06-15,10.0,斤,20,1.0,25,0,20,2020-06-15 16:58:38
46,03000,浙南,009,009,浙南,A级-东魁杨梅(大),2020-06-16,03000,2020-06-15,10.0,斤,700,5.0,0,700,700,2020-06-15 16:58:38
47,15080,浙南,009,009,浙南,A级-火山口荔枝,2020-06-16,15080,2020-06-15,10.0,斤,1977,27.61126984081359,88,1900,1999,2020-06-15 16:58:38
49,12070,浙南,009,009,浙南,A级-千禧小番茄(中),2020-06-17,12070,2020-06-15,6.0,斤,498,5.0,1225,0,499,2020-06-15 16:58:38
50,08330,浙南,009,009,浙南,冷冻榴莲(无核),2020-06-16,08330,2020-06-15,20.0,盒,2,2.0,0,0,0,2020-06-15 16:58:38
51,11330,浙南,009,009,浙南,A级-新疆小白杏,2020-06-16,11330,2020-06-15,3.0,斤,4,0.0,1,3,4,2020-06-15 16:58:38
52,06300,浙南,009,009,浙南,A级-红玉香芒(中),2020-06-16,06300,2020-06-15,10.0,斤,188,5.0,11,180,188,2020-06-15 16:58:38
53,07470,浙南,009,009,浙南,A级-台湾凤梨(大),2020-06-16,07470,2020-06-15,20.0,斤,883,5.0,0,890,888,2020-06-15 16:58:38
54,40660,浙南,009,009,浙南,进口活性蓝莓味乳酸菌饮品,2020-06-16,40660,2020-06-15,10.0,盒,1,1.0,-11,11,11,2020-06-15 16:58:38
55,67206,浙南,009,009,浙南,山楂吃光光,2020-06-16,67206,2020-06-15,16.0,盒,4,1.0,83,0,4,2020-06-15 16:58:38
56,07190,浙南,009,009,浙南,A级-黑了好吃牛油果,2020-06-16,07190,2020-06-15,10.0,只,27,5.0,339,0,27,2020-06-15 16:58:38
57,04300,浙南,009,009,浙南,A级-国产红蛇果(大),2020-06-16,04300,2020-06-15,17.0,斤,54,2.0,3,53,54,2020-06-15 16:58:38
58,12130,浙南,009,009,浙南,A级-原种红玉木瓜,2020-06-16,12130,2020-06-15,10.0,斤,90,4.0,42,52,90,2020-06-15 16:58:38
60,08810,浙南,009,009,浙南,B级-埃及橙(中),2020-06-16,08810,2020-06-15,30.0,斤,105,2.0,616,0,105,2020-06-15 16:58:38
61,04500,浙南,009,009,浙南,A级-阳光冰糖心苹果(大),2020-06-16,04500,2020-06-15,36.0,斤,43,5.0,13,35,43,2020-06-15 16:58:38
62,06790,浙南,009,009,浙南,A级-网纹瓜,2020-06-16,06790,2020-06-15,13.0,斤,108,5.0,433,0,108,2020-06-15 16:58:38
64,08340,浙南,009,009,浙南,精品冷冻榴莲肉(有核),2020-06-16,08340,2020-06-15,20.0,盒,20,0.0,82,0,20,2020-06-15 16:58:38
65,11590,浙南,009,009,浙南,A级-满山红富士(中),2020-06-18,11590,2020-06-15,24.0,斤,276,14.101851730259478,522,0,266,2020-06-15 16:58:38
66,14190,浙南,009,009,浙南,A级-青玉香芒(大),2020-06-16,14190,2020-06-15,10.0,斤,12,5.0,0,17,0,2020-06-15 16:58:38
68,43410,浙南,009,009,浙南,那么大西梅,2020-06-16,43410,2020-06-15,12.0,罐,2,1.0,213,0,2,2020-06-15 16:58:38
69,07340,浙南,009,009,浙南,A级-火参果,2020-06-16,07340,2020-06-15,8.0,个,9,0.0,1,8,9,2020-06-15 16:58:38
70,16040,浙南,009,009,浙南,A级-进口蕉,2020-06-16,16040,2020-06-15,27.0,斤,360,5.0,0,360,358,2020-06-15 16:58:38
71,15000,浙南,009,009,浙南,A级-妃子笑荔枝,2020-06-16,15000,2020-06-15,10.0,斤,1019,221.0,4390,0,976,2020-06-15 16:58:38
72,40300,浙南,009,009,浙南,越南酸奶草莓味,2020-06-16,40300,2020-06-15,12.0,盒,16,1.0,610,0,16,2020-06-15 16:58:38
73,40068,浙南,009,009,浙南,老家奶香花生,2020-06-16,40068,2020-06-15,18.0,袋,2,1.0,252,0,1,2020-06-15 16:58:38
74,40148,浙南,009,009,浙南,粽意,2020-06-16,40148,2020-06-15,10.0,小箱,28,2.0,1900,0,28,2020-06-15 16:58:38
75,10490,浙南,009,009,浙南,A级-欢乐柠檬(个),2020-06-16,10490,2020-06-15,10.0,个,169,5.0,41,130,169,2020-06-15 16:58:38
76,40035,浙南,009,009,浙南,香辣金针菇160g,2020-06-16,40035,2020-06-15,12.0,包,6,2.0,763,0,6,2020-06-15 16:58:38
77,01190,浙南,009,009,浙南,A级-阳光玫瑰葡萄,2020-06-16,01190,2020-06-15,4.0,斤,188,7.404503134354572,193,2,184,2020-06-15 16:58:38
78,11050,浙南,009,009,浙南,A级-国产黑布林(中),2020-06-16,11050,2020-06-15,14.0,斤,139,5.0,108,36,138,2020-06-15 16:58:38
79,07560,浙南,009,009,浙南,A级-泰国金枕榴莲,2020-06-16,07560,2020-06-15,31.0,斤,129,5.0,395,0,129,2020-06-15 16:58:38
80,05000,浙南,009,009,浙南,A级-甜心笑麒麟瓜,2020-06-16,05000,2020-06-15,30.0,斤,1526,5.0,197,1300,1525,2020-06-15 16:58:38
81,65270,浙南,009,009,浙南,A级-美国车厘子(中),2020-06-16,65270,2020-06-15,10.0,斤,31,5.0,0,36,31,2020-06-15 16:58:38
82,65450,浙南,009,009,浙南,A级-国产蓝莓(中),2020-06-16,65450,2020-06-15,12.0,盒,562,13.73656919806883,271,300,562,2020-06-15 16:58:38
83,11680,浙南,009,009,浙南,A级-水蜜桃(中),2020-06-16,11680,2020-06-15,20.0,斤,202,1.0,412,0,202,2020-06-15 16:58:38
84,01070,浙南,009,009,浙南,A级-夏黑葡萄,2020-06-16,01070,2020-06-15,7.6,斤,144,5.9985183355743965,50,100,144,2020-06-15 16:58:38
85,44203,浙南,009,009,浙南,日式梅饼168g,2020-06-16,44203,2020-06-15,12.0,罐,1,0.0,179,0,1,2020-06-15 16:58:38
86,07570,浙南,009,009,浙南,菲诺椰子冻,2020-06-16,07570,2020-06-15,6.0,只,33,2.0,272,0,34,2020-06-15 16:58:38
87,07300,浙南,009,009,浙南,A级-蜜宝火龙果(中),2020-06-16,07300,2020-06-15,9.0,斤,77,5.0,23,59,77,2020-06-15 16:58:38
88,40470,浙南,009,009,浙南,进口活性原味乳酸菌饮品,2020-06-16,40470,2020-06-15,10.0,条,17,1.0,177,0,17,2020-06-15 16:58:38
89,43490,浙南,009,009,浙南,芙蓉李条,2020-06-16,43490,2020-06-15,12.0,罐,2,1.0,235,0,2,2020-06-15 16:58:38
90,65470,浙南,009,009,浙南,A级-进口伽俐果(小),2020-06-16,65470,2020-06-15,18.0,斤,60,2.0,40,22,60,2020-06-15 16:58:38
91,06540,浙南,009,009,浙南,A级-美国橙(中),2020-06-16,06540,2020-06-15,20.0,斤,160,5.0,40,120,160,2020-06-15 16:58:38
92,40084,浙南,009,009,浙南,新椰汁,2020-06-16,40084,2020-06-15,12.0,瓶,175,2.0,1056,0,176,2020-06-15 16:58:38
93,13060,浙南,009,009,浙南,A级-库尔勒香梨,2020-06-16,13060,2020-06-15,10.5,斤,150,5.0,41,110,150,2020-06-15 16:58:38
95,12630,浙南,009,009,浙南,A级-人参果,2020-06-16,12630,2020-06-15,13.0,斤,41,3.0,59,0,41,2020-06-15 16:58:38
96,06850,浙南,009,009,浙南,A级-百香果(盒),2020-06-16,06850,2020-06-15,12.0,盒,23,5.0,31,0,23,2020-06-15 16:58:38
97,04170,浙南,009,009,浙南,经典-树顶红富士(大),2020-06-16,04170,2020-06-15,20.0,斤,89,5.0,932,0,88,2020-06-15 16:58:38
99,30220,浙南,009,009,浙南,A级-佳沛特大金果王,2020-06-16,30220,2020-06-15,41.0,只,1,1.0,187,0,0,2020-06-15 16:58:38
100,06630,浙南,009,009,浙南,A级-台湾红心芭乐,2020-06-16,06630,2020-06-15,10.0,斤,2,0.0,9,0,3,2020-06-15 16:58:38
101,14880,浙南,009,009,浙南,B级-金火龙(大),2020-06-16,14880,2020-06-15,29.0,斤,479,5.0,118,370,479,2020-06-15 16:58:38
102,14890,浙南,009,009,浙南,经典-猫山王榴莲D197,2020-06-16,14890,2020-06-15,20.0,斤,4,0.0,88,0,4,2020-06-15 16:58:38
103,12590,浙南,009,009,浙南,A级-黄金百香果,2020-06-16,12590,2020-06-15,6.0,斤,3,0.0,58,0,3,2020-06-15 16:58:38
104,13410,浙南,009,009,浙南,A级-羊角蜜,2020-06-16,13410,2020-06-15,12.0,斤,44,2.0,20,26,44,2020-06-15 16:58:38
