,Price,Sku_code,Dc_name,Dc_code,Wrh,Warehouse_name,Sku_name,Account_date,Forecast_qty,Sku_id,Update_time,rate,Munit,min_order,Forecast_box
0,7570,07570,浙南,009,009,浙南,菲诺椰子冻,2020-06-15,19,07570,2020-06-15,6.0,只,10.0,3
1,7570,07570,浙南,009,009,浙南,菲诺椰子冻,2020-06-16,12,07570,2020-06-15,6.0,只,10.0,2
2,7570,07570,浙南,009,009,浙南,菲诺椰子冻,2020-06-17,12,07570,2020-06-15,6.0,只,10.0,2
3,7570,07570,浙南,009,009,浙南,菲诺椰子冻,2020-06-18,12,07570,2020-06-15,6.0,只,10.0,2
4,7570,07570,浙南,009,009,浙南,菲诺椰子冻,2020-06-19,14,07570,2020-06-15,6.0,只,10.0,2
5,7570,07570,浙南,009,009,浙南,菲诺椰子冻,2020-06-20,11,07570,2020-06-15,6.0,只,10.0,2
6,7570,07570,浙南,009,009,浙南,菲诺椰子冻,2020-06-21,11,07570,2020-06-15,6.0,只,10.0,2
7,7570,07570,浙南,009,009,浙南,菲诺椰子冻,2020-06-22,17,07570,2020-06-15,6.0,只,10.0,3
8,7570,07570,浙南,009,009,浙南,菲诺椰子冻,2020-06-23,17,07570,2020-06-15,6.0,只,10.0,3
9,7570,07570,浙南,009,009,浙南,菲诺椰子冻,2020-06-24,14,07570,2020-06-15,6.0,只,10.0,2
10,7570,07570,浙南,009,009,浙南,菲诺椰子冻,2020-06-25,14,07570,2020-06-15,6.0,只,10.0,2
11,7570,07570,浙南,009,009,浙南,菲诺椰子冻,2020-06-26,16,07570,2020-06-15,6.0,只,10.0,3
12,7570,07570,浙南,009,009,浙南,菲诺椰子冻,2020-06-27,15,07570,2020-06-15,6.0,只,10.0,2
13,7570,07570,浙南,009,009,浙南,菲诺椰子冻,2020-06-28,16,07570,2020-06-15,6.0,只,10.0,3
14,7570,07570,浙南,009,009,浙南,菲诺椰子冻,2020-06-29,11,07570,2020-06-15,6.0,只,10.0,2
15,40069,40069,浙南,009,009,浙南,小京生山核桃味花生,2020-06-15,18,40069,2020-06-15,20.0,袋,,1
16,40069,40069,浙南,009,009,浙南,小京生山核桃味花生,2020-06-16,18,40069,2020-06-15,20.0,袋,,1
17,40069,40069,浙南,009,009,浙南,小京生山核桃味花生,2020-06-17,18,40069,2020-06-15,20.0,袋,,1
18,40069,40069,浙南,009,009,浙南,小京生山核桃味花生,2020-06-18,18,40069,2020-06-15,20.0,袋,,1
19,40069,40069,浙南,009,009,浙南,小京生山核桃味花生,2020-06-19,2,40069,2020-06-15,20.0,袋,,0
20,40069,40069,浙南,009,009,浙南,小京生山核桃味花生,2020-06-20,18,40069,2020-06-15,20.0,袋,,1
21,40069,40069,浙南,009,009,浙南,小京生山核桃味花生,2020-06-21,18,40069,2020-06-15,20.0,袋,,1
22,40069,40069,浙南,009,009,浙南,小京生山核桃味花生,2020-06-22,33,40069,2020-06-15,20.0,袋,,2
23,40069,40069,浙南,009,009,浙南,小京生山核桃味花生,2020-06-23,18,40069,2020-06-15,20.0,袋,,1
24,40069,40069,浙南,009,009,浙南,小京生山核桃味花生,2020-06-24,18,40069,2020-06-15,20.0,袋,,1
